id,nom,segment,agence_id,encours,score,statut,email,telephone
CLI-10276,Khalid Slaoui,PME,AG-004,5020770.63,82,Actif,client276@email.com,0072139448
CLI-10277,Hicham Mouline,Particuliers,AG-001,1656420.08,42,A risque,client277@email.com,0064735924
CLI-10278,Zineb Zniber,Professionnels,AG-001,175492.64,42,A risque,client278@email.com,0066502659
CLI-10279,Khalid Alaoui,Particuliers,AG-003,77813.09,9,Defaut,client279@email.com,0070181143
CLI-10280,Hind Ouazzani,Particuliers,AG-013,94530.14,71,Inconnu,client280@email.com,0072746364
CLI-10281,Nadia El Amrani,Particuliers,AG-004,136420.82,54,A risque,client281@email.com,0063785160
CLI-10282,Hassan Guedira,PME,AG-005,3536084.77,72,Actif,client282@email.com,0067401741
CLI-10283,Omar Mouline,Particuliers,AG-004,119008.21,48,A risque,client283@email.com,0061279911
CLI-10284,Salma El Fassi,PME,AG-003,6695266.7,29,Defaut,client284@email.com,0063572644
CLI-10285,Driss Slaoui,Professionnels,AG-001,2815458.65,67,Actif,client285@email.com,0070901973
CLI-10286,Salma El Fassi,PME,AG-003,3528159.37,58,A risque,client286@email.com,0065238396
CLI-10287,Amina Fassi-Fihri,Particuliers,AG-003,440098.13,70,Actif,client287@email.com,0067293214
CLI-10288,Nadia Fikri,Particuliers,AG-002,542148.34,51,A risque,client288@email.com,0072504419
CLI-10289,Meryem Hakim,Particuliers,AG-005,62482.85,65,Actif,client289@email.com,0067186946
CLI-10290,Driss Fikri,Particuliers,AG-003,193809.74,83,Actif,client290@email.com,0070488941
CLI-10291,Mohamed Berrada,PME,AG-003,7051525.52,65,Actif,client291@email.com,0064291062
CLI-10292,Zineb Hakim,PME,AG-005,371033.46,88,Actif,client292@email.com,0066109458
CLI-10293,Hicham Slaoui,Particuliers,AG-003,917237.5,55,A risque,client293@email.com,0072452115
CLI-10294,Leila Ouazzani,Particuliers,AG-009,390546.34,62,Actif,client294@email.com,0070227427
CLI-10295,Driss Jai,Bancassurance,AG-002,1621641.37,71,Actif,client295@email.com,0067995150
CLI-10296,Driss Kabbaj,Particuliers,AG-013,247366.33,75,Actif,client296@email.com,0062292331
CLI-10297,Mehdi Fassi-Fihri,Particuliers,AG-001,977713.91,64,Actif,client297@email.com,0062213097
CLI-10298,Khadija Alaoui,Professionnels,AG-001,1365782.09,48,A risque,client298@email.com,0062415560
CLI-10299,Driss El Fassi,Bancassurance,AG-001,3669596.82,87,Actif,client299@email.com,0072804122
CLI-10300,Amine Bencheikh,Particuliers,AG-001,1731584.77,65,Actif,client300@email.com,0064263561
CLI-10301,Imane Benjelloun,PME,AG-005,499555.92,50,A risque,pas_un_email,0062359266
CLI-10302,Mohamed Ouazzani,Particuliers,AG-001,371049.83,94,Actif,client302@email.com,0070656073
CLI-10303,Hicham El Amrani,Particuliers,AG-001,1840552.48,67,Actif,client303@email.com,0061888988
CLI-10304,Khalid El Amrani,PME,AG-002,1081018.78,65,Actif,client304@email.com,0065592763
CLI-10305,Imane Mouline,PME,AG-003,9104950.43,62,Actif,client305@email.com,0072557179
CLI-10306,Mohamed Jai,Particuliers,AG-003,257190.82,31,Defaut,client306@email.com,0061508638
CLI-10307,Meryem Berrada,PME,AG-002,3413256.03,53,A risque,client307@email.com,0064447817
CLI-10308,Karim Fassi-Fihri,Particuliers,AG-015,209667.57,72,Actif,client308@email.com,0063324085
CLI-10309,Omar Mouline,PME,AG-004,1046718.29,38,A risque,client309@email.com,
CLI-10310,Karim Fassi-Fihri,Particuliers,AG-004,310089.04,80,Actif,client310@email.com,0066883526
CLI-10311,Hassan Fikri,Professionnels,AG-006,964628.73,77,Actif,client311@email.com,0063247756
CLI-10312,Imane El Amrani,PME,AG-005,3813988.08,55,A risque,client312@email.com,0066273065
CLI-10313,Asmaa Tazi,Particuliers,AG-005,1004113.42,89,Actif,client313@email.com,0066389585
CLI-10314,Zineb Zniber,Particuliers,AG-005,203025.89,56,A risque,client314@email.com,0061998360
CLI-10315,Amine Erraji,Bancassurance,AG-010,1408197.3,74,Actif,client315@email.com,0063521940
CLI-10316,Rachid Balafrej,Particuliers,AG-009,370553.95,84,Actif,client316@email.com,0071526711
CLI-10317,Fatima Ouazzani,Particuliers,AG-001,818714.8,62,Actif,client317@email.com,0072633162
CLI-10318,Omar Kabbaj,Professionnels,AG-002,1909853.59,,Actif,client318@email.com,0070939738
CLI-10319,Karim Lamrani,Particuliers,AG-001,1849810.82,75,Actif,client319@email.com,0063198021
CLI-10320,Omar Alaoui,PME,AG-009,2316809.3,62,Actif,client320@email.com,0071318765
CLI-10321,Hicham El Fassi,Particuliers,AG-001,1525366.61,52,Inconnu,client321@email.com,0065944648
CLI-10322,Leila Lamrani,Particuliers,AG-007,162280.17,34,Defaut,client322@email.com,0067214794
CLI-10323,Fatima Bencheikh,Particuliers,AG-001,998714.12,30,Defaut,client323@email.com,0062496070
CLI-10324,Ahmed Jai,Particuliers,AG-005,409193.39,24,Defaut,client324@email.com,0067573367
CLI-10325,Imane Sbihi,Professionnels,AG-001,2755695.49,58,A risque,client325@email.com,0062209554
CLI-10326,Soukaina Mouline,Particuliers,AG-006,52359.44,57,A risque,client326@email.com,0067766378
CLI-10327,Samira Benjelloun,Particuliers,AG-001,97332.33,34,Defaut,client327@email.com,0070768396
CLI-10328,Said Idrissi,Particuliers,AG-006,708885.64,83,Actif,client328@email.com,0064342615
CLI-10329,Amina Ouazzani,Bancassurance,AG-002,1356592.71,46,A risque,client329@email.com,0072182159
CLI-10330,Khadija Guedira,Particuliers,AG-008,514190.54,37,A risque,client330@email.com,0061998985
CLI-10331,Zineb Sbihi,PME,AG-001,2552137.08,11,Defaut,client331@email.com,0062822246
CLI-10332,Omar Jai,Particuliers,AG-008,369097.58,38,A risque,client332@email.com,0070877014
CLI-10333,Rachid Fikri,PME,AG-004,5644695.62,-5,A risque,client333@email.com,0072401670
CLI-10334,Salma Kabbaj,Particuliers,AG-001,1455959.56,72,Actif,client334@email.com,0062392748
CLI-10335,Asmaa Alaoui,PME,AG-002,5832623.14,45,A risque,client335@email.com,0067727657
CLI-10336,Omar Balafrej,Particuliers,AG-001,1066957.5,57,A risque,client336@email.com,0063778213
CLI-10337,Khadija Ouazzani,Particuliers,AG-001,766210.42,67,Actif,client337@email.com,0064455769
CLI-10338,Nadia Sbihi,Particuliers,AG-001,791046.73,63,Actif,client338@email.com,0070673270
CLI-10339,Meryem Balafrej,Professionnels,AG-001,1204711.55,67,Actif,client339@email.com,0067163083
CLI-10340,Mohamed Mouline,PME,AG-005,3103450.09,24,Defaut,client340@email.com,0067751297
CLI-10341,Noureddine Fikri,PME,AG-005,8747551.04,65,Actif,client341@email.com,0065924564
CLI-10342,Mohamed Slaoui,Particuliers,AG-001,1095390.24,62,Actif,client342@email.com,0070608423
CLI-10343,Karim Jai,Professionnels,AG-014,206946.66,45,A risque,client343@email.com,0071237118
CLI-10344,Khadija Berrada,Particuliers,AG-008,400234.86,52,A risque,client344@email.com,0071483429
CLI-10345,Mehdi Jai,Professionnels,AG-006,933386.25,46,A risque,client345@email.com,0072139373
CLI-10346,Soukaina Sbihi,PME,AG-002,7596135.81,36,A risque,client346@email.com,0070345338
CLI-10347,Abdellah Mouline,Grandes Entreprises,AG-002,13535189.17,65,Actif,client347@email.com,0071813347
CLI-10348,Hassan Berrada,Professionnels,AG-001,3006201.68,79,Actif,client348@email.com,0063975293
CLI-10349,Ahmed El Amrani,Particuliers,AG-005,291386.42,65,Actif,client349@email.com,0065692570
CLI-10350,Khadija Hakim,Particuliers,AG-013,285058.64,46,A risque,client350@email.com,0069259758
CLI-10351,Meryem Idrissi,Particuliers,AG-008,552916.95,78,Actif,client351@email.com,0068285033
CLI-10352,Meryem Tazi,Particuliers,AG-005,690193.15,61,Actif,client352@email.com,0061674536
CLI-10353,Noureddine Bennani,,AG-001,9315667.48,53,A risque,client353@email.com,0067616471
CLI-10354,Mohamed El Amrani,Particuliers,AG-002,423277.4,52,A risque,client354@email.com,0069341296
CLI-10355,Mehdi Hakim,Professionnels,AG-001,2027578.52,64,Actif,client355@email.com,0065311815
CLI-10356,Amine Balafrej,Particuliers,AG-003,405484.86,69,Actif,client356@email.com,0071275372
CLI-10357,Omar El Fassi,Professionnels,AG-009,960748.95,80,Actif,client357@email.com,0064128574
CLI-10358,Samira Alaoui,Particuliers,AG-005,948334.32,63,Actif,client358@email.com,0065788916
CLI-10359,Youssef Balafrej,Particuliers,AG-005,419040.64,55,A risque,client359@email.com,0069427099
CLI-10360,Samira Fassi-Fihri,Particuliers,AG-005,719165.27,44,A risque,client360@email.com,0071764489
CLI-10361,Khalid Jai,Particuliers,AG-007,55038.45,60,Actif,client361@email.com,0062733587
CLI-10362,Khalid Fassi-Fihri,Particuliers,AG-014,150168.34,53,A risque,client362@email.com,0063158073
CLI-10363,Meryem Slaoui,Particuliers,AG-002,1071733.46,,A risque,client363@email.com,0071732921
CLI-10364,Asmaa Tazi,Particuliers,AG-005,1055780.8,27,Defaut,client364@email.com,0065691622
CLI-10365,Leila Tazi,Particuliers,AG-008,71093.28,53,A risque,client365@email.com,0061112794
CLI-10366,Omar El Fassi,Grandes Entreprises,AG-009,7927242.14,58,A risque,client366@email.com,0072215753
CLI-10367,Hind Alaoui,Particuliers,AG-014,288864.13,35,A risque,client367@email.com,0071312426
CLI-10368,Omar Lamrani,Particuliers,AG-008,510908.4,85,Actif,client368@email.com,0068829666
CLI-10369,Said Kabbaj,Particuliers,AG-002,1246433.95,48,A risque,client369@email.com,0063717224
CLI-10370,Soukaina Erraji,PME,AG-001,14268398.52,20,Defaut,client370@email.com,0072838238
CLI-10371,Youssef Sbihi,PME,AG-005,5344719.5,25,Defaut,client371@email.com,0071969259
CLI-10372,Hassan Mouline,Particuliers,AG-004,598522.74,73,Actif,client372@email.com,0069707331
CLI-10373,Imane Zniber,Particuliers,AG-002,494597.92,39,A risque,client373@email.com,0064206866
CLI-10374,Noureddine Guedira,Particuliers,AG-008,72644.89,61,Actif,client374@email.com,0068931223
CLI-10375,Driss Erraji,PME,AG-007,3928575.76,76,Actif,client375@email.com,0069369395
CLI-10376,Hind Bencheikh,Particuliers,AG-001,959460.8,56,A risque,client376@email.com,0069898670
CLI-10377,Amine Fassi-Fihri,Particuliers,AG-002,464895.67,61,Actif,client377@email.com,0071478076
CLI-10378,Samira Balafrej,Particuliers,AG-009,428514.15,60,Actif,client378@email.com,0072622342
CLI-10379,Asmaa Bencheikh,Particuliers,AG-011,144065.61,31,Defaut,client379@email.com,0062631591
CLI-10380,Khadija Alaoui,Particuliers,AG-006,477162.71,70,Actif,client380@email.com,0069277310
CLI-10381,Abdellah Ouazzani,PME,AG-002,11679064.95,79,Actif,client381@email.com,0072843226
CLI-10382,Rachid Ouazzani,Particuliers,AG-004,565038.84,47,A risque,client382@email.com,0067879841
CLI-10383,Amina Erraji,Particuliers,AG-014,253355.08,74,Actif,client383@email.com,0072754899
CLI-10384,Soukaina Benjelloun,PME,AG-012,388725.67,65,Actif,client384@email.com,0070479754
CLI-10385,Nadia Zniber,Grandes Entreprises,AG-005,19238165.69,47,A risque,client385@email.com,0062558171
CLI-10386,Khadija El Fassi,PME,AG-005,9682408.99,51,A risque,,0069466411
CLI-10387,Imane Hakim,Particuliers,AG-005,319175.48,62,Actif,client387@email.com,0065281798
CLI-10388,Salma El Amrani,Particuliers,AG-003,422682.11,51,A risque,client388@email.com,0070968138
CLI-10389,Karim Sbihi,PME,AG-001,13995929.57,56,A risque,client389@email.com,0000000000
CLI-10390,Meryem Zniber,PME,AG-004,5589536.9,37,A risque,client390@email.com,0064919257
CLI-10391,Salma Slaoui,PME,AG-004,1267137.61,66,Actif,client391@email.com,0071193332
CLI-10392,Karim Kabbaj,Particuliers,AG-001,568748.13,58,A risque,client392@email.com,0063844210
CLI-10393,Imane Zniber,Particuliers,AG-001,1941112.35,59,A risque,client393@email.com,0070944872
CLI-10394,Omar Guedira,PME,AG-001,11175011.96,57,A risque,client394@email.com,0063761874
CLI-10395,Fatima Sbihi,Particuliers,AG-002,434468.1,81,Actif,client395@email.com,0065378977
CLI-10396,Samira Berrada,Particuliers,AG-015,150769.19,44,A risque,client396@email.com,0068409288
CLI-10397,Asmaa Fikri,Particuliers,AG-005,425036.68,99,Actif,client397@email.com,0069461376
CLI-10398,Hassan El Fassi,Particuliers,AG-003,280810.26,40,A risque,client398@email.com,0071345175
CLI-10399,Khalid Sbihi,Particuliers,AG-013,215825.9,68,Actif,client399@email.com,0064976423
CLI-10400,Driss Fassi-Fihri,PME,AG-008,2516398.18,52,A risque,client400@email.com,0062972913
CLI-10401,Driss El Amrani,Particuliers,AG-001,1206972.55,68,Actif,client401@email.com,0064436259
CLI-10402,Meryem Zniber,Particuliers,AG-001,269000.03,,A risque,client402@email.com,0061928918
CLI-10403,Mohamed Mouline,Particuliers,AG-010,39169.56,65,Actif,client403@email.com,0068586094
CLI-10404,Mehdi Bencheikh,PME,AG-001,16678504.46,37,A risque,client404@email.com,0069479128
CLI-10405,Mohamed Zniber,Professionnels,AG-014,29775.51,40,A risque,client405@email.com,0069282515
CLI-10406,Leila Slaoui,Grandes Entreprises,AG-003,15615003.36,38,A risque,client406@email.com,0072543762
CLI-10407,Leila Sbihi,PME,AG-001,14127432.04,,A risque,client407@email.com,0070168069
CLI-10408,Leila Berrada,PME,AG-001,10400221.52,60,Actif,client408@email.com,0066552695
CLI-10409,Nadia Zniber,Grandes Entreprises,AG-004,20336809.88,66,Actif,client409@email.com,0065988429
CLI-10410,Rachid Fikri,Particuliers,AG-001,35924.69,79,Actif,client410@email.com,0064389265
CLI-10411,Samira Idrissi,Professionnels,AG-005,665461.04,51,A risque,client411@email.com,0069233292
CLI-10412,Mohamed Slaoui,Particuliers,AG-008,304855.77,65,Actif,client412@email.com,0065901919
CLI-10413,Leila Benjelloun,PME,AG-007,267255.57,53,A risque,client413@email.com,0065797970
CLI-10414,Khadija Idrissi,PME,AG-001,15389840.06,39,A risque,client414@email.com,0065276974
CLI-10415,Omar Tazi,PME,AG-003,5737902.71,70,Actif,client415@email.com,0063752767
CLI-10416,Hicham Mouline,Professionnels,AG-003,301286.92,41,A risque,client416@email.com,0072715515
CLI-10417,Ahmed El Amrani,Particuliers,AG-001,1651659.78,51,A risque,client417@email.com,0067706815
CLI-10418,Nadia Tazi,Particuliers,AG-005,898318.69,43,A risque,client418@email.com,0072438479
CLI-10419,Asmaa Fikri,PME,AG-002,3459798.4,57,A risque,client419@email.com,0064766155
CLI-10420,Hassan Slaoui,PME,AG-003,4731477.75,47,A risque,client420@email.com,0063663139
CLI-10421,Fatima Bencheikh,Particuliers,AG-001,269050.28,43,A risque,client421@email.com,0064635224
CLI-10422,Nadia Zniber,Particuliers,AG-001,1737731.7,83,Actif,client422@email.com,0061411526
CLI-10423,Nadia El Amrani,Particuliers,AG-004,171220.1,56,A risque,pas_un_email,0063766186
CLI-10424,Samira Benjelloun,PME,AG-001,10080264.87,49,A risque,client424@email.com,0068313862
CLI-10425,Hassan Berrada,Particuliers,AG-007,320159.16,54,A risque,client425@email.com,0066688685
CLI-10426,Samira El Fassi,Particuliers,AG-001,1099649.1,50,A risque,client426@email.com,0069976329
CLI-10427,Samira Sbihi,PME,AG-009,3944582.58,67,Actif,client427@email.com,0062719426
CLI-10428,Hind Slaoui,PME,AG-009,3421604.9,36,A risque,client428@email.com,0069635715
CLI-10429,Youssef Jai,Particuliers,AG-012,142043.14,63,Actif,client429@email.com,0072832264
CLI-10430,Mohamed Fassi-Fihri,Professionnels,AG-001,1197915.34,51,A risque,client430@email.com,0069624234
CLI-10431,Youssef Guedira,Particuliers,AG-001,447930.0,44,A risque,client431@email.com,0066625623
CLI-10432,Noureddine Balafrej,Professionnels,AG-001,1726827.03,65,Actif,client432@email.com,0066884597
CLI-10433,Salma Benjelloun,Particuliers,AG-006,189435.91,46,A risque,client433@email.com,0065835460
CLI-10434,Khadija Ouazzani,PME,AG-005,4972644.06,68,Actif,client434@email.com,0072302237
CLI-10435,Fatima Lamrani,PME,AG-006,2911507.84,49,A risque,client435@email.com,0071102128
CLI-10436,Leila Slaoui,Particuliers,AG-001,190401.62,56,A risque,client436@email.com,0061596188
CLI-10437,Mehdi Balafrej,Particuliers,AG-014,180247.96,63,Inconnu,client437@email.com,0061359476
CLI-10438,Mohamed Tazi,Particuliers,AG-003,165475.21,50,A risque,client438@email.com,0061564093
CLI-10439,Salma Sbihi,Particuliers,AG-002,947473.88,43,A risque,client439@email.com,0062218046
CLI-10440,Nadia Bennani,Bancassurance,AG-002,1442996.42,58,A risque,client440@email.com,0070346861
CLI-10441,Rachid Fassi-Fihri,Particuliers,AG-002,1213027.55,75,Actif,client441@email.com,0069427883
CLI-10442,Nadia Bennani,Particuliers,AG-002,323497.4,68,Actif,client442@email.com,0066689768
CLI-10443,Amina Bennani,Particuliers,AG-001,1466215.71,65,Actif,client443@email.com,0066625576
CLI-10444,Omar Mouline,Particuliers,AG-001,845403.53,49,A risque,client444@email.com,0072531980
CLI-10445,Salma Berrada,PME,AG-001,19385576.74,64,Actif,client445@email.com,0064733540
CLI-10446,Abdellah Idrissi,Particuliers,AG-001,538874.42,89,Actif,client446@email.com,0070552923
CLI-10447,Fatima Zniber,PME,AG-005,715030.72,54,A risque,client447@email.com,0068578950
CLI-10448,Youssef Alaoui,Bancassurance,AG-003,3169882.78,47,A risque,client448@email.com,0065603883
CLI-10449,Khadija Kabbaj,Grandes Entreprises,AG-002,55512327.93,91,Actif,client449@email.com,0063682599
CLI-10450,Zineb Jai,PME,AG-001,8214799.91,55,A risque,client450@email.com,0062515688
CLI-10451,Meryem Fikri,Particuliers,AG-001,403758.69,77,Actif,client451@email.com,0067366399
CLI-10452,Salma Jai,Particuliers,AG-002,738261.88,57,A risque,client452@email.com,0070973922
CLI-10453,Fatima Benjelloun,Professionnels,AG-003,1289018.81,78,Actif,client453@email.com,0068113263
CLI-10454,Zineb Zniber,,AG-008,405469.86,92,Actif,client454@email.com,0068484281
CLI-10455,Amine Sbihi,Particuliers,AG-001,223804.08,61,Actif,client455@email.com,0072524356
CLI-10456,Nadia Zniber,Particuliers,AG-007,184410.11,96,Actif,client456@email.com,0066968735
CLI-10457,Samira Hakim,Bancassurance,AG-003,1817332.49,66,Actif,client457@email.com,0072672058
CLI-10458,Nadia Ouazzani,Professionnels,AG-013,391536.78,83,Actif,client458@email.com,0066639088
CLI-10459,Rachid Kabbaj,Particuliers,AG-001,624445.95,64,Actif,client459@email.com,0065879260
CLI-10460,Zineb Bennani,PME,AG-012,937925.65,67,Actif,client460@email.com,0068623133
CLI-10461,Fatima Sbihi,Particuliers,AG-001,458513.84,60,Actif,client461@email.com,0067232218
CLI-10462,Mehdi Berrada,Particuliers,AG-006,195603.56,32,Defaut,client462@email.com,0063209359
CLI-10463,Driss Sbihi,PME,AG-001,1099425.82,75,Actif,client463@email.com,0071555170
CLI-10464,Driss El Amrani,Particuliers,AG-003,873199.65,87,Actif,client464@email.com,0069328586
CLI-10465,Driss Hakim,Particuliers,AG-008,509634.5,47,A risque,client465@email.com,0068793921
CLI-10466,Amina Bennani,Particuliers,AG-001,26189.68,44,A risque,client466@email.com,0063544670
CLI-10467,Amine Balafrej,PME,AG-003,7387744.04,42,A risque,client467@email.com,0070391080
CLI-10468,Hicham Jai,Particuliers,AG-003,159830.34,91,,client468@email.com,0072925958
CLI-10469,Khalid Idrissi,Grandes Entreprises,AG-006,11535948.43,84,Actif,client469@email.com,0072784462
CLI-10470,Khalid Erraji,PME,AG-001,13047552.51,26,,client470@email.com,0065998972
CLI-10471,Mohamed Mouline,Bancassurance,AG-001,3565661.43,68,Actif,client471@email.com,0061392129
CLI-10472,Karim Idrissi,PME,AG-002,6539979.03,61,Actif,client472@email.com,0066699914
CLI-10473,Abdellah Fassi-Fihri,Particuliers,AG-013,152566.38,63,Actif,client473@email.com,0064425811
CLI-10474,Khadija Bencheikh,Particuliers,AG-006,533447.12,55,A risque,client474@email.com,0061356822
CLI-10475,Rachid Mouline,PME,AG-002,8171969.89,45,A risque,client475@email.com,0061807625
CLI-10476,Said Erraji,Professionnels,AG-001,3385989.4,82,Actif,client476@email.com,0064244091
CLI-10477,Amine Idrissi,PME,AG-001,16408877.87,57,A risque,client477@email.com,0068988629
CLI-10478,Leila Benjelloun,PME,AG-003,3265646.21,52,A risque,client478@email.com,0071171755
CLI-10479,Hind Ouazzani,Particuliers,AG-006,569667.46,67,Actif,client479@email.com,0066663412
CLI-10480,Hind Mouline,Professionnels,AG-001,1959589.04,100,Actif,client480@email.com,0068814779
CLI-10481,Youssef Kabbaj,Particuliers,AG-001,1733592.06,60,Actif,client481@email.com,0069301877
CLI-10482,Mohamed Lamrani,Particuliers,AG-001,27478.53,47,A risque,client482@email.com,0071745833
CLI-10483,Fatima Sbihi,Particuliers,AG-006,392198.09,57,A risque,client483@email.com,0067347797
CLI-10484,Ahmed Benjelloun,Particuliers,AG-001,687437.41,36,A risque,client484@email.com,0062769418
CLI-10485,Samira Fassi-Fihri,Particuliers,AG-001,1344157.93,63,Actif,client485@email.com,0067947277
CLI-10486,Asmaa Idrissi,Particuliers,AG-001,1500454.03,66,Actif,client486@email.com,0061369372
CLI-10487,Khadija Alaoui,Particuliers,AG-005,890191.28,60,Actif,client487@email.com,0072178844
CLI-10488,Amina Ouazzani,Particuliers,AG-007,99308.58,24,Defaut,client488@email.com,0069222239
CLI-10489,Amine Bencheikh,Particuliers,AG-003,692143.07,54,A risque,client489@email.com,0067239183
CLI-10490,Karim Bencheikh,Professionnels,AG-005,394029.24,59,A risque,client490@email.com,0063806174
CLI-10491,Said Erraji,Particuliers,AG-016,237976.73,52,A risque,client491@email.com,0066576291
CLI-10492,Driss Ouazzani,Particuliers,AG-003,707145.92,,Actif,client492@email.com,0072425667
CLI-10493,Meryem Fassi-Fihri,Particuliers,AG-004,197811.06,77,Actif,client493@email.com,0064375012
CLI-10494,Driss Fikri,Particuliers,AG-010,230413.94,61,Actif,client494@email.com,0070292214
CLI-10495,Salma Idrissi,Professionnels,AG-001,1262140.17,68,Actif,client495@email.com,0070618237
CLI-10496,Samira El Amrani,Particuliers,AG-006,596076.43,75,Actif,client496@email.com,0072998322
CLI-10497,Zineb Berrada,PME,AG-005,8387592.83,57,A risque,client497@email.com,0066656325
CLI-10498,Khadija Alaoui,Grandes Entreprises,AG-008,18261396.94,77,Actif,client498@email.com,0071581649
CLI-10499,Khadija Idrissi,Particuliers,AG-003,623497.62,58,A risque,client499@email.com,0067678683
CLI-10500,Amina Ouazzani,Particuliers,AG-001,297516.3,52,A risque,client500@email.com,0062708316
CLI-10501,Nadia Balafrej,Particuliers,AG-002,623886.04,52,A risque,client501@email.com,0064726093
CLI-10502,Nadia Idrissi,Particuliers,AG-016,60428.68,33,Defaut,client502@email.com,0065655197
CLI-10503,Asmaa Kabbaj,Particuliers,AG-002,844438.06,68,Actif,client503@email.com,0065315488
CLI-10504,Abdellah Alaoui,Grandes Entreprises,AG-002,17396167.49,90,Actif,client504@email.com,0071572920
CLI-10505,Mohamed Erraji,Particuliers,AG-004,224947.51,69,Actif,client505@email.com,0062496770
CLI-10506,Salma Benjelloun,Particuliers,AG-003,486887.05,49,A risque,client506@email.com,0065807189
CLI-10507,Samira Jai,Particuliers,AG-005,285944.19,80,Actif,,0061463599
CLI-10508,Mehdi El Amrani,Particuliers,AG-002,1093032.84,49,A risque,client508@email.com,0071562312
CLI-10509,Khalid Slaoui,Particuliers,AG-014,176797.39,52,A risque,client509@email.com,0070782133
CLI-10510,Noureddine Tazi,PME,AG-003,586579.06,-5,Defaut,client510@email.com,0069495272
CLI-10511,Amina Jai,Particuliers,AG-004,521116.29,83,Actif,client511@email.com,0071425913
CLI-10512,Samira El Amrani,Particuliers,AG-002,189497.49,59,A risque,client512@email.com,0072587696
CLI-10513,Leila Benjelloun,PME,AG-002,7875003.68,38,A risque,client513@email.com,0068792636
CLI-10514,Meryem Benjelloun,Particuliers,AG-005,160793.93,68,Actif,client514@email.com,0072772765
CLI-10515,Meryem Erraji,Particuliers,AG-003,665111.7,82,Actif,client515@email.com,0063502813
CLI-10516,Abdellah Benjelloun,Particuliers,AG-002,575957.67,71,Actif,client516@email.com,0071452934
CLI-10517,Amine Idrissi,PME,AG-006,1800997.67,49,A risque,client517@email.com,0064399713
CLI-10518,Zineb Ouazzani,Particuliers,AG-002,780355.66,85,Actif,client518@email.com,0072935733
CLI-10519,Khalid Balafrej,Particuliers,AG-001,56839.29,91,Actif,client519@email.com,0065623895
CLI-10520,Samira Ouazzani,Particuliers,AG-003,427179.57,68,Actif,client520@email.com,0064646115
CLI-10521,Driss Kabbaj,Grandes Entreprises,AG-002,42196744.53,54,A risque,client521@email.com,0072147623
CLI-10522,Khadija El Amrani,Bancassurance,AG-001,4171018.0,60,Actif,client522@email.com,0067158159
CLI-10523,Ahmed Fassi-Fihri,Particuliers,AG-001,613268.56,85,Actif,client523@email.com,0063644788
CLI-10524,Meryem Zniber,Professionnels,AG-001,1832901.79,47,A risque,client524@email.com,0072742433
CLI-10525,Rachid Erraji,Particuliers,AG-005,204274.0,45,A risque,client525@email.com,0070356821
CLI-10526,Leila Fikri,PME,AG-009,3772159.83,62,Actif,client526@email.com,0062212467
CLI-10527,Zineb Benjelloun,Particuliers,AG-006,279611.58,78,Actif,client527@email.com,0063528294
CLI-10528,Leila Tazi,PME,AG-001,1560576.74,46,A risque,client528@email.com,0065496746
CLI-10529,Fatima Berrada,Particuliers,AG-001,968052.02,52,A risque,client529@email.com,0068791087
CLI-10530,Amina Jai,Particuliers,AG-005,484760.07,52,A risque,client530@email.com,0070861041
CLI-10531,Nadia Lamrani,Professionnels,AG-003,1146839.19,77,Actif,client531@email.com,0061281495
CLI-10532,Samira Bencheikh,Particuliers,AG-010,169697.98,65,Actif,client532@email.com,0063309646
CLI-10533,Amine Ouazzani,PME,AG-004,3772749.66,60,Actif,client533@email.com,0061214851
CLI-10534,Zineb Jai,Professionnels,AG-006,129728.26,85,Actif,client534@email.com,0068272598
CLI-10535,Salma Fassi-Fihri,Particuliers,AG-002,738207.98,63,Actif,client535@email.com,0071772171
CLI-10536,Samira Fikri,PME,AG-006,3177916.31,58,A risque,client536@email.com,0066437783
CLI-10537,Mohamed El Fassi,,AG-004,518643.59,59,A risque,client537@email.com,0070394734
CLI-10538,Amina El Amrani,PME,AG-008,5594469.06,31,Defaut,client538@email.com,0067155254
CLI-10539,Soukaina Erraji,PME,AG-005,3431990.46,51,A risque,client539@email.com,0069511024
CLI-10540,Soukaina Mouline,PME,AG-005,576606.03,58,A risque,client540@email.com,0063345253
CLI-10541,Salma Alaoui,PME,AG-006,6442249.45,26,Defaut,client541@email.com,0069526962
CLI-10542,Soukaina Erraji,PME,AG-001,6918397.62,54,A risque,client542@email.com,0069123683
CLI-10543,Nadia Lamrani,Particuliers,AG-009,22507.42,76,Actif,client543@email.com,0067907831
CLI-10544,Said Idrissi,Professionnels,AG-004,911786.64,65,Actif,client544@email.com,0072501444
CLI-10545,Hassan Kabbaj,Particuliers,AG-001,646961.79,73,Actif,client545@email.com,0062571435
CLI-10546,Meryem Erraji,Grandes Entreprises,AG-006,7069459.98,71,Actif,client546@email.com,0066717749
CLI-10547,Hind Slaoui,Professionnels,AG-008,169707.91,93,Actif,client547@email.com,0072146859
CLI-10548,Abdellah Slaoui,Particuliers,AG-001,1768046.75,51,A risque,client548@email.com,0062526915
CLI-10549,Amina Erraji,Particuliers,AG-005,237300.43,63,Actif,client549@email.com,0064344645
CLI-10550,Khadija El Fassi,Particuliers,AG-005,181469.5,36,A risque,client550@email.com,0062118981
CLI-10551,Samira Erraji,Particuliers,AG-002,374050.37,79,Actif,client551@email.com,0064311949
